Date,Adj Close,name,code,dollar,Dubai,Brent,Oman,WTI
2020-02-14,28500.0,일진다이아,081000,1181.5,55.23,57.32,55.73,52.05
2020-02-18,28300.0,일진다이아,081000,1182.2,55.11,57.75,55.56,52.05
2020-02-19,27950.0,일진다이아,081000,1188.1,56.39,59.12,56.87,53.29
2020-02-20,29350.0,일진다이아,081000,1190.8,56.92,59.31,57.52,53.78
2020-02-21,28400.0,일진다이아,081000,1197.0,56.41,58.5,57.3,53.38
2020-02-24,27250.0,일진다이아,081000,1205.6,54.64,56.3,55.16,51.43
2020-02-25,27250.0,일진다이아,081000,1217.7,54.48,54.95,55.07,49.9
2020-02-26,27000.0,일진다이아,081000,1212.7,52.28,53.43,52.52,48.73
2020-02-27,26350.0,일진다이아,081000,1216.8,50.62,52.18,50.99,47.09
2020-02-28,23950.0,일진다이아,081000,1215.9,49.05,50.52,49.25,44.76
2020-03-02,24050.0,일진다이아,081000,1215.3,50.58,51.9,50.87,46.75
2020-03-03,24450.0,일진다이아,081000,1200.3,51.72,51.86,51.91,47.18
2020-03-04,25200.0,일진다이아,081000,1191.4,50.81,51.13,51.11,46.78
2020-03-05,25050.0,일진다이아,081000,1186.4,50.78,49.99,50.93,45.9
2020-03-06,24500.0,일진다이아,081000,1185.0,48.58,45.27,48.87,41.28
2020-03-09,24500.0,일진다이아,081000,1191.4,32.87,34.36,33.16,31.13
2020-03-10,22200.0,일진다이아,081000,1201.4,34.18,37.22,34.22,34.36
2020-03-11,20500.0,일진다이아,081000,1196.7,34.58,35.79,34.78,32.98
2020-03-12,20500.0,일진다이아,081000,1192.8,32.69,33.22,32.96,31.5
2020-03-13,17500.0,일진다이아,081000,1202.0,33.93,33.85,34.06,31.73
2020-03-16,16250.0,일진다이아,081000,1222.2,31.49,30.05,31.48,28.7
2020-03-17,15900.0,일진다이아,081000,1219.6,30.83,28.73,30.97,26.95
2020-03-18,14000.0,일진다이아,081000,1241.2,28.26,24.88,28.71,20.37
2020-03-19,11050.0,일진다이아,081000,1237.8,25.82,28.47,27.76,25.22
2020-03-20,12250.0,일진다이아,081000,1280.1,28.67,26.98,29.41,22.43
2020-03-23,11000.0,일진다이아,081000,1254.1,24.6,27.03,25.34,23.36
2020-03-24,12900.0,일진다이아,081000,1274.6,26.64,27.15,27.02,24.01
2020-03-25,15800.0,일진다이아,081000,1256.0,27.05,27.39,27.32,24.49
2020-03-26,15900.0,일진다이아,081000,1230.7,25.74,26.34,25.74,22.6
2020-03-27,16000.0,일진다이아,081000,1227.9,25.04,24.93,25.08,21.51
2020-03-30,15550.0,일진다이아,081000,1212.4,23.24,22.76,23.25,20.09
2020-03-31,15700.0,일진다이아,081000,1222.6,23.43,22.74,23.43,20.48
2020-04-01,15500.0,일진다이아,081000,1220.0,21.23,24.74,21.41,20.31
2020-04-02,16050.0,일진다이아,081000,1222.2,21.55,29.94,21.57,25.32
2020-04-03,16850.0,일진다이아,081000,1237.6,24.51,34.11,24.53,28.34
2020-04-06,18200.0,일진다이아,081000,1229.8,24.87,33.05,24.86,26.08
2020-04-07,19650.0,일진다이아,081000,1233.4,24.88,31.87,24.88,23.63
2020-04-08,20100.0,일진다이아,081000,1222.4,23.52,32.84,23.55,25.09
2020-04-09,20450.0,일진다이아,081000,1219.7,23.32,31.48,23.32,22.76
2020-04-13,19700.0,일진다이아,081000,1212.3,22.31,31.74,22.3,22.41
2020-04-14,20800.0,일진다이아,081000,1218.7,21.66,29.6,21.67,20.11
2020-04-16,22500.0,일진다이아,081000,1216.7,19.72,27.82,19.83,19.87
2020-04-17,23400.0,일진다이아,081000,1227.5,20.61,28.08,20.81,18.27
2020-04-20,24500.0,일진다이아,081000,1219.3,20.78,25.57,20.88,-37.63
2020-04-21,24450.0,일진다이아,081000,1218.7,17.37,19.33,17.36,10.01
2020-04-22,24150.0,일진다이아,081000,1231.3,13.52,20.37,13.52,13.78
2020-04-23,24150.0,일진다이아,081000,1235.2,18.13,21.33,18.14,16.5
2020-04-24,23350.0,일진다이아,081000,1232.0,18.17,21.44,18.18,16.94
2020-04-27,23850.0,일진다이아,081000,1235.8,17.97,19.99,17.96,12.78
2020-04-28,23500.0,일진다이아,081000,1230.3,16.63,20.46,16.76,12.34
2020-04-29,23400.0,일진다이아,081000,1225.2,17.12,22.54,17.58,15.06
2020-05-04,23200.0,일진다이아,081000,1218.5,24.33,27.2,25.12,20.39
2020-05-06,23550.0,일진다이아,081000,1227.8,26.88,29.72,27.44,23.99
2020-05-07,23750.0,일진다이아,081000,1223.3,26.88,29.72,27.44,23.99
2020-05-08,24100.0,일진다이아,081000,1226.5,25.92,30.97,26.31,24.74
2020-05-11,23750.0,일진다이아,081000,1217.7,26.72,29.63,27.07,24.14
2020-05-12,23300.0,일진다이아,081000,1217.8,26.93,29.98,27.3,25.78
2020-05-13,24500.0,일진다이아,081000,1226.7,26.84,29.19,27.39,25.29
2020-05-14,23900.0,일진다이아,081000,1226.3,29.83,31.13,30.22,27.56
2020-05-15,24550.0,일진다이아,081000,1227.9,31.94,32.5,32.44,29.43
2020-05-18,26750.0,일진다이아,081000,1229.3,32.9,34.81,33.44,31.82
2020-05-19,26850.0,일진다이아,081000,1231.6,33.18,34.65,33.24,32.5
2020-05-20,26950.0,일진다이아,081000,1224.5,32.95,35.75,33.02,33.49
2020-05-21,27550.0,일진다이아,081000,1227.8,34.1,36.06,34.08,33.92
2020-05-22,26750.0,일진다이아,081000,1230.7,32.62,35.13,32.6,33.25
2020-05-26,27800.0,일진다이아,081000,1242.0,34.81,36.17,34.81,34.35
2020-05-27,28300.0,일진다이아,081000,1237.1,34.48,34.74,34.48,32.81
2020-05-28,27400.0,일진다이아,081000,1233.7,33.17,35.29,33.18,33.71
2020-05-29,27400.0,일진다이아,081000,1239.4,34.86,35.33,35.17,35.49
2020-06-01,28000.0,일진다이아,081000,1237.6,37.97,38.32,38.47,35.44
2020-06-02,27800.0,일진다이아,081000,1227.8,38.93,39.57,39.08,36.81
2020-06-03,27800.0,일진다이아,081000,1224.1,39.87,39.79,39.95,37.29
2020-06-04,27800.0,일진다이아,081000,1216.9,38.82,39.99,38.92,37.41
2020-06-05,28200.0,일진다이아,081000,1217.4,40.63,42.3,40.68,39.55
2020-06-08,29250.0,일진다이아,081000,1213.1,42.94,40.8,43.04,38.19
2020-06-09,31900.0,일진다이아,081000,1204.2,40.85,41.18,40.88,38.94
2020-06-10,32400.0,일진다이아,081000,1197.7,40.91,41.73,40.9,39.6
2020-06-11,35850.0,일진다이아,081000,1194.4,40.6,38.55,40.61,36.34
2020-06-12,36900.0,일진다이아,081000,1192.8,38.42,38.73,38.45,36.26
2020-06-15,31850.0,일진다이아,081000,1206.6,38.35,39.72,38.35,37.12
2020-06-16,35000.0,일진다이아,081000,1210.8,40.29,40.96,40.27,38.38
2020-06-17,34400.0,일진다이아,081000,1206.6,41.46,40.71,41.5,37.96
2020-06-18,32400.0,일진다이아,081000,1214.5,41.09,41.51,41.14,38.84
2020-06-19,33050.0,일진다이아,081000,1213.0,42.95,42.19,42.96,39.75
2020-06-22,36250.0,일진다이아,081000,1212.0,42.32,43.08,42.32,40.46
2020-06-23,41450.0,일진다이아,081000,1213.2,43.39,42.63,43.38,40.37
2020-06-24,40100.0,일진다이아,081000,1210.1,42.49,40.31,42.49,38.01
2020-06-25,40000.0,일진다이아,081000,1202.9,40.58,41.05,40.58,38.72
2020-06-26,40100.0,일진다이아,081000,1205.2,42.02,41.02,42.02,38.49
2020-06-29,41200.0,일진다이아,081000,1198.6,40.63,41.71,40.64,39.7
2020-06-30,42300.0,일진다이아,081000,1200.7,42.07,41.15,42.12,39.27
2020-07-01,40200.0,일진다이아,081000,1198.5,42.7,42.03,42.73,39.82
2020-07-02,41300.0,일진다이아,081000,1201.6,42.85,43.14,42.84,40.65
2020-07-06,45400.0,일진다이아,081000,1200.4,43.66,43.1,43.72,40.63
2020-07-07,47000.0,일진다이아,081000,1196.8,42.9,43.08,43.08,40.62
2020-07-08,47750.0,일진다이아,081000,1192.9,43.34,43.29,43.55,40.9
2020-07-09,50800.0,일진다이아,081000,1195.8,43.63,42.35,43.73,39.62
2020-07-10,52700.0,일진다이아,081000,1194.5,43.63,42.35,43.73,39.62
2020-07-13,57000.0,일진다이아,081000,1202.4,43.38,42.72,43.45,40.1
2020-07-14,54300.0,일진다이아,081000,1200.3,42.78,42.9,42.91,40.29
2020-07-15,53800.0,일진다이아,081000,1206.4,44.18,43.79,44.17,41.2
2020-07-16,57200.0,일진다이아,081000,1200.7,43.37,43.37,43.63,40.75
2020-07-17,56600.0,일진다이아,081000,1204.1,42.86,43.14,43.16,40.59
2020-07-20,59000.0,일진다이아,081000,1205.7,42.72,43.28,42.87,40.81
2020-07-21,59300.0,일진다이아,081000,1203.7,43.87,44.32,44.02,41.96
2020-07-22,57700.0,일진다이아,081000,1198.1,44.12,44.29,44.31,41.9
2020-02-14,10100.0,디피씨,026890,1181.5,55.23,57.32,55.73,52.05
2020-02-18,10600.0,디피씨,026890,1182.2,55.11,57.75,55.56,52.05
2020-02-19,10150.0,디피씨,026890,1188.1,56.39,59.12,56.87,53.29
2020-02-20,10750.0,디피씨,026890,1190.8,56.92,59.31,57.52,53.78
2020-02-21,10100.0,디피씨,026890,1197.0,56.41,58.5,57.3,53.38
2020-02-24,9100.0,디피씨,026890,1205.6,54.64,56.3,55.16,51.43
2020-02-25,9890.0,디피씨,026890,1217.7,54.48,54.95,55.07,49.9
2020-02-26,9300.0,디피씨,026890,1212.7,52.28,53.43,52.52,48.73
2020-02-27,8980.0,디피씨,026890,1216.8,50.62,52.18,50.99,47.09
2020-02-28,9620.0,디피씨,026890,1215.9,49.05,50.52,49.25,44.76
2020-03-02,9540.0,디피씨,026890,1215.3,50.58,51.9,50.87,46.75
2020-03-03,7700.0,디피씨,026890,1200.3,51.72,51.86,51.91,47.18
2020-03-04,7770.0,디피씨,026890,1191.4,50.81,51.13,51.11,46.78
2020-03-05,7640.0,디피씨,026890,1186.4,50.78,49.99,50.93,45.9
2020-03-06,7610.0,디피씨,026890,1185.0,48.58,45.27,48.87,41.28
2020-03-09,7610.0,디피씨,026890,1191.4,32.87,34.36,33.16,31.13
2020-03-10,7250.0,디피씨,026890,1201.4,34.18,37.22,34.22,34.36
2020-03-11,6560.0,디피씨,026890,1196.7,34.58,35.79,34.78,32.98
2020-03-12,6560.0,디피씨,026890,1192.8,32.69,33.22,32.96,31.5
2020-03-13,5840.0,디피씨,026890,1202.0,33.93,33.85,34.06,31.73
2020-03-16,5300.0,디피씨,026890,1222.2,31.49,30.05,31.48,28.7
2020-03-17,5400.0,디피씨,026890,1219.6,30.83,28.73,30.97,26.95
2020-03-18,4785.0,디피씨,026890,1241.2,28.26,24.88,28.71,20.37
2020-03-19,3850.0,디피씨,026890,1237.8,25.82,28.47,27.76,25.22
2020-03-20,4080.0,디피씨,026890,1280.1,28.67,26.98,29.41,22.43
2020-03-23,3745.0,디피씨,026890,1254.1,24.6,27.03,25.34,23.36
2020-03-24,4200.0,디피씨,026890,1274.6,26.64,27.15,27.02,24.01
2020-03-25,4650.0,디피씨,026890,1256.0,27.05,27.39,27.32,24.49
2020-03-26,4790.0,디피씨,026890,1230.7,25.74,26.34,25.74,22.6
2020-03-27,4955.0,디피씨,026890,1227.9,25.04,24.93,25.08,21.51
2020-03-30,5250.0,디피씨,026890,1212.4,23.24,22.76,23.25,20.09
2020-03-31,6030.0,디피씨,026890,1222.6,23.43,22.74,23.43,20.48
2020-04-01,6530.0,디피씨,026890,1220.0,21.23,24.74,21.41,20.31
2020-04-02,6660.0,디피씨,026890,1222.2,21.55,29.94,21.57,25.32
2020-04-03,6510.0,디피씨,026890,1237.6,24.51,34.11,24.53,28.34
2020-04-06,6890.0,디피씨,026890,1229.8,24.87,33.05,24.86,26.08
2020-04-07,7130.0,디피씨,026890,1233.4,24.88,31.87,24.88,23.63
2020-04-08,7160.0,디피씨,026890,1222.4,23.52,32.84,23.55,25.09
2020-04-09,7200.0,디피씨,026890,1219.7,23.32,31.48,23.32,22.76
2020-04-13,7710.0,디피씨,026890,1212.3,22.31,31.74,22.3,22.41
2020-04-14,7850.0,디피씨,026890,1218.7,21.66,29.6,21.67,20.11
2020-04-16,8380.0,디피씨,026890,1216.7,19.72,27.82,19.83,19.87
2020-04-17,8370.0,디피씨,026890,1227.5,20.61,28.08,20.81,18.27
2020-04-20,8220.0,디피씨,026890,1219.3,20.78,25.57,20.88,-37.63
2020-04-21,7900.0,디피씨,026890,1218.7,17.37,19.33,17.36,10.01
2020-04-22,8320.0,디피씨,026890,1231.3,13.52,20.37,13.52,13.78
2020-04-23,8380.0,디피씨,026890,1235.2,18.13,21.33,18.14,16.5
2020-04-24,8370.0,디피씨,026890,1232.0,18.17,21.44,18.18,16.94
2020-04-27,8700.0,디피씨,026890,1235.8,17.97,19.99,17.96,12.78
2020-04-28,11300.0,디피씨,026890,1230.3,16.63,20.46,16.76,12.34
2020-04-29,10200.0,디피씨,026890,1225.2,17.12,22.54,17.58,15.06
2020-05-04,10050.0,디피씨,026890,1218.5,24.33,27.2,25.12,20.39
2020-05-06,10100.0,디피씨,026890,1227.8,26.88,29.72,27.44,23.99
2020-05-07,10500.0,디피씨,026890,1223.3,26.88,29.72,27.44,23.99
2020-05-08,10250.0,디피씨,026890,1226.5,25.92,30.97,26.31,24.74
2020-05-11,10350.0,디피씨,026890,1217.7,26.72,29.63,27.07,24.14
2020-05-12,10300.0,디피씨,026890,1217.8,26.93,29.98,27.3,25.78
2020-05-13,10200.0,디피씨,026890,1226.7,26.84,29.19,27.39,25.29
2020-05-14,9800.0,디피씨,026890,1226.3,29.83,31.13,30.22,27.56
2020-05-15,9830.0,디피씨,026890,1227.9,31.94,32.5,32.44,29.43
2020-05-18,10050.0,디피씨,026890,1229.3,32.9,34.81,33.44,31.82
2020-05-19,10300.0,디피씨,026890,1231.6,33.18,34.65,33.24,32.5
2020-05-20,10900.0,디피씨,026890,1224.5,32.95,35.75,33.02,33.49
2020-05-21,10400.0,디피씨,026890,1227.8,34.1,36.06,34.08,33.92
2020-05-22,10100.0,디피씨,026890,1230.7,32.62,35.13,32.6,33.25
2020-05-26,10950.0,디피씨,026890,1242.0,34.81,36.17,34.81,34.35
2020-05-27,12100.0,디피씨,026890,1237.1,34.48,34.74,34.48,32.81
2020-05-28,11200.0,디피씨,026890,1233.7,33.17,35.29,33.18,33.71
2020-05-29,10550.0,디피씨,026890,1239.4,34.86,35.33,35.17,35.49
2020-06-01,10600.0,디피씨,026890,1237.6,37.97,38.32,38.47,35.44
2020-06-02,10700.0,디피씨,026890,1227.8,38.93,39.57,39.08,36.81
2020-06-03,10400.0,디피씨,026890,1224.1,39.87,39.79,39.95,37.29
2020-06-04,10350.0,디피씨,026890,1216.9,38.82,39.99,38.92,37.41
2020-06-05,10400.0,디피씨,026890,1217.4,40.63,42.3,40.68,39.55
2020-06-08,10650.0,디피씨,026890,1213.1,42.94,40.8,43.04,38.19
2020-06-09,10650.0,디피씨,026890,1204.2,40.85,41.18,40.88,38.94
2020-06-10,10650.0,디피씨,026890,1197.7,40.91,41.73,40.9,39.6
2020-06-11,10800.0,디피씨,026890,1194.4,40.6,38.55,40.61,36.34
2020-06-12,10450.0,디피씨,026890,1192.8,38.42,38.73,38.45,36.26
2020-06-15,9540.0,디피씨,026890,1206.6,38.35,39.72,38.35,37.12
2020-06-16,10400.0,디피씨,026890,1210.8,40.29,40.96,40.27,38.38
2020-06-17,10100.0,디피씨,026890,1206.6,41.46,40.71,41.5,37.96
2020-06-18,10150.0,디피씨,026890,1214.5,41.09,41.51,41.14,38.84
2020-06-19,10550.0,디피씨,026890,1213.0,42.95,42.19,42.96,39.75
2020-06-22,10200.0,디피씨,026890,1212.0,42.32,43.08,42.32,40.46
2020-06-23,10150.0,디피씨,026890,1213.2,43.39,42.63,43.38,40.37
2020-06-24,10250.0,디피씨,026890,1210.1,42.49,40.31,42.49,38.01
2020-06-25,10150.0,디피씨,026890,1202.9,40.58,41.05,40.58,38.72
2020-06-26,10150.0,디피씨,026890,1205.2,42.02,41.02,42.02,38.49
2020-06-29,10350.0,디피씨,026890,1198.6,40.63,41.71,40.64,39.7
2020-06-30,10550.0,디피씨,026890,1200.7,42.07,41.15,42.12,39.27
2020-07-01,10550.0,디피씨,026890,1198.5,42.7,42.03,42.73,39.82
2020-07-02,11250.0,디피씨,026890,1201.6,42.85,43.14,42.84,40.65
2020-07-06,14050.0,디피씨,026890,1200.4,43.66,43.1,43.72,40.63
2020-07-07,14350.0,디피씨,026890,1196.8,42.9,43.08,43.08,40.62
2020-07-08,14300.0,디피씨,026890,1192.9,43.34,43.29,43.55,40.9
2020-07-09,15100.0,디피씨,026890,1195.8,43.63,42.35,43.73,39.62
2020-07-10,15200.0,디피씨,026890,1194.5,43.63,42.35,43.73,39.62
2020-07-13,15550.0,디피씨,026890,1202.4,43.38,42.72,43.45,40.1
2020-07-14,17650.0,디피씨,026890,1200.3,42.78,42.9,42.91,40.29
2020-07-15,17650.0,디피씨,026890,1206.4,44.18,43.79,44.17,41.2
2020-07-16,17700.0,디피씨,026890,1200.7,43.37,43.37,43.63,40.75
2020-07-17,18400.0,디피씨,026890,1204.1,42.86,43.14,43.16,40.59
2020-07-20,18600.0,디피씨,026890,1205.7,42.72,43.28,42.87,40.81
2020-07-21,17000.0,디피씨,026890,1203.7,43.87,44.32,44.02,41.96
2020-07-22,17800.0,디피씨,026890,1198.1,44.12,44.29,44.31,41.9
2020-02-14,24400.0,효성중공업,298040,1181.5,55.23,57.32,55.73,52.05
2020-02-18,23800.0,효성중공업,298040,1182.2,55.11,57.75,55.56,52.05
2020-02-19,23350.0,효성중공업,298040,1188.1,56.39,59.12,56.87,53.29
2020-02-20,22800.0,효성중공업,298040,1190.8,56.92,59.31,57.52,53.78
2020-02-21,22250.0,효성중공업,298040,1197.0,56.41,58.5,57.3,53.38
2020-02-24,21000.0,효성중공업,298040,1205.6,54.64,56.3,55.16,51.43
2020-02-25,21550.0,효성중공업,298040,1217.7,54.48,54.95,55.07,49.9
2020-02-26,20950.0,효성중공업,298040,1212.7,52.28,53.43,52.52,48.73
2020-02-27,20700.0,효성중공업,298040,1216.8,50.62,52.18,50.99,47.09
2020-02-28,19750.0,효성중공업,298040,1215.9,49.05,50.52,49.25,44.76
2020-03-02,19350.0,효성중공업,298040,1215.3,50.58,51.9,50.87,46.75
2020-03-03,19400.0,효성중공업,298040,1200.3,51.72,51.86,51.91,47.18
2020-03-04,19900.0,효성중공업,298040,1191.4,50.81,51.13,51.11,46.78
2020-03-05,19850.0,효성중공업,298040,1186.4,50.78,49.99,50.93,45.9
2020-03-06,19100.0,효성중공업,298040,1185.0,48.58,45.27,48.87,41.28
2020-03-09,17700.0,효성중공업,298040,1191.4,32.87,34.36,33.16,31.13
2020-03-10,17700.0,효성중공업,298040,1201.4,34.18,37.22,34.22,34.36
2020-03-11,17050.0,효성중공업,298040,1196.7,34.58,35.79,34.78,32.98
2020-03-12,15700.0,효성중공업,298040,1192.8,32.69,33.22,32.96,31.5
2020-03-13,13150.0,효성중공업,298040,1202.0,33.93,33.85,34.06,31.73
2020-03-16,12800.0,효성중공업,298040,1222.2,31.49,30.05,31.48,28.7
2020-03-17,12250.0,효성중공업,298040,1219.6,30.83,28.73,30.97,26.95
2020-03-18,11250.0,효성중공업,298040,1241.2,28.26,24.88,28.71,20.37
2020-03-19,8750.0,효성중공업,298040,1237.8,25.82,28.47,27.76,25.22
2020-03-20,10050.0,효성중공업,298040,1280.1,28.67,26.98,29.41,22.43
2020-03-23,8950.0,효성중공업,298040,1254.1,24.6,27.03,25.34,23.36
2020-03-24,9800.0,효성중공업,298040,1274.6,26.64,27.15,27.02,24.01
2020-03-25,10850.0,효성중공업,298040,1256.0,27.05,27.39,27.32,24.49
2020-03-26,11350.0,효성중공업,298040,1230.7,25.74,26.34,25.74,22.6
2020-03-27,11700.0,효성중공업,298040,1227.9,25.04,24.93,25.08,21.51
2020-03-30,12000.0,효성중공업,298040,1212.4,23.24,22.76,23.25,20.09
2020-03-31,12900.0,효성중공업,298040,1222.6,23.43,22.74,23.43,20.48
2020-04-01,13150.0,효성중공업,298040,1220.0,21.23,24.74,21.41,20.31
2020-04-02,13500.0,효성중공업,298040,1222.2,21.55,29.94,21.57,25.32
2020-04-03,13700.0,효성중공업,298040,1237.6,24.51,34.11,24.53,28.34
2020-04-06,14450.0,효성중공업,298040,1229.8,24.87,33.05,24.86,26.08
2020-04-07,14950.0,효성중공업,298040,1233.4,24.88,31.87,24.88,23.63
2020-04-08,14750.0,효성중공업,298040,1222.4,23.52,32.84,23.55,25.09
2020-04-09,14950.0,효성중공업,298040,1219.7,23.32,31.48,23.32,22.76
2020-04-13,15150.0,효성중공업,298040,1212.3,22.31,31.74,22.3,22.41
2020-04-14,16100.0,효성중공업,298040,1218.7,21.66,29.6,21.67,20.11
2020-04-16,16200.0,효성중공업,298040,1216.7,19.72,27.82,19.83,19.87
2020-04-17,16500.0,효성중공업,298040,1227.5,20.61,28.08,20.81,18.27
2020-04-20,17400.0,효성중공업,298040,1219.3,20.78,25.57,20.88,-37.63
2020-04-21,16600.0,효성중공업,298040,1218.7,17.37,19.33,17.36,10.01
2020-04-22,16300.0,효성중공업,298040,1231.3,13.52,20.37,13.52,13.78
2020-04-23,16800.0,효성중공업,298040,1235.2,18.13,21.33,18.14,16.5
2020-04-24,16450.0,효성중공업,298040,1232.0,18.17,21.44,18.18,16.94
2020-04-27,17400.0,효성중공업,298040,1235.8,17.97,19.99,17.96,12.78
2020-04-28,18000.0,효성중공업,298040,1230.3,16.63,20.46,16.76,12.34
2020-04-29,18000.0,효성중공업,298040,1225.2,17.12,22.54,17.58,15.06
2020-05-04,16750.0,효성중공업,298040,1218.5,24.33,27.2,25.12,20.39
2020-05-06,16150.0,효성중공업,298040,1227.8,26.88,29.72,27.44,23.99
2020-05-07,16250.0,효성중공업,298040,1223.3,26.88,29.72,27.44,23.99
