Date,Adj Close,name,code,dollar,Dubai,Brent,Oman,WTI
2020-05-08,16350.0,효성중공업,298040,1226.5,25.92,30.97,26.31,24.74
2020-05-11,16100.0,효성중공업,298040,1217.7,26.72,29.63,27.07,24.14
2020-05-12,15450.0,효성중공업,298040,1217.8,26.93,29.98,27.3,25.78
2020-05-13,15350.0,효성중공업,298040,1226.7,26.84,29.19,27.39,25.29
2020-05-14,14500.0,효성중공업,298040,1226.3,29.83,31.13,30.22,27.56
2020-05-15,14050.0,효성중공업,298040,1227.9,31.94,32.5,32.44,29.43
2020-05-18,14450.0,효성중공업,298040,1229.3,32.9,34.81,33.44,31.82
2020-05-19,15900.0,효성중공업,298040,1231.6,33.18,34.65,33.24,32.5
2020-05-20,16000.0,효성중공업,298040,1224.5,32.95,35.75,33.02,33.49
2020-05-21,16000.0,효성중공업,298040,1227.8,34.1,36.06,34.08,33.92
2020-05-22,15500.0,효성중공업,298040,1230.7,32.62,35.13,32.6,33.25
2020-05-26,15950.0,효성중공업,298040,1242.0,34.81,36.17,34.81,34.35
2020-05-27,17600.0,효성중공업,298040,1237.1,34.48,34.74,34.48,32.81
2020-05-28,17150.0,효성중공업,298040,1233.7,33.17,35.29,33.18,33.71
2020-05-29,17250.0,효성중공업,298040,1239.4,34.86,35.33,35.17,35.49
2020-06-01,17350.0,효성중공업,298040,1237.6,37.97,38.32,38.47,35.44
2020-06-02,17900.0,효성중공업,298040,1227.8,38.93,39.57,39.08,36.81
2020-06-03,18350.0,효성중공업,298040,1224.1,39.87,39.79,39.95,37.29
2020-06-04,17950.0,효성중공업,298040,1216.9,38.82,39.99,38.92,37.41
2020-06-05,18400.0,효성중공업,298040,1217.4,40.63,42.3,40.68,39.55
2020-06-08,18300.0,효성중공업,298040,1213.1,42.94,40.8,43.04,38.19
2020-06-09,19500.0,효성중공업,298040,1204.2,40.85,41.18,40.88,38.94
2020-06-10,19300.0,효성중공업,298040,1197.7,40.91,41.73,40.9,39.6
2020-06-11,20250.0,효성중공업,298040,1194.4,40.6,38.55,40.61,36.34
2020-06-12,22700.0,효성중공업,298040,1192.8,38.42,38.73,38.45,36.26
2020-06-15,24000.0,효성중공업,298040,1206.6,38.35,39.72,38.35,37.12
2020-06-16,24300.0,효성중공업,298040,1210.8,40.29,40.96,40.27,38.38
2020-06-17,23150.0,효성중공업,298040,1206.6,41.46,40.71,41.5,37.96
2020-06-18,24000.0,효성중공업,298040,1214.5,41.09,41.51,41.14,38.84
2020-06-19,23250.0,효성중공업,298040,1213.0,42.95,42.19,42.96,39.75
2020-06-22,24050.0,효성중공업,298040,1212.0,42.32,43.08,42.32,40.46
2020-06-23,27450.0,효성중공업,298040,1213.2,43.39,42.63,43.38,40.37
2020-06-24,27550.0,효성중공업,298040,1210.1,42.49,40.31,42.49,38.01
2020-06-25,28100.0,효성중공업,298040,1202.9,40.58,41.05,40.58,38.72
2020-06-26,28300.0,효성중공업,298040,1205.2,42.02,41.02,42.02,38.49
2020-06-29,29000.0,효성중공업,298040,1198.6,40.63,41.71,40.64,39.7
2020-06-30,28900.0,효성중공업,298040,1200.7,42.07,41.15,42.12,39.27
2020-07-01,27650.0,효성중공업,298040,1198.5,42.7,42.03,42.73,39.82
2020-07-02,28700.0,효성중공업,298040,1201.6,42.85,43.14,42.84,40.65
2020-07-06,29100.0,효성중공업,298040,1200.4,43.66,43.1,43.72,40.63
2020-07-07,28650.0,효성중공업,298040,1196.8,42.9,43.08,43.08,40.62
2020-07-08,28700.0,효성중공업,298040,1192.9,43.34,43.29,43.55,40.9
2020-07-09,29200.0,효성중공업,298040,1195.8,43.63,42.35,43.73,39.62
2020-07-10,28950.0,효성중공업,298040,1194.5,43.63,42.35,43.73,39.62
2020-07-13,32300.0,효성중공업,298040,1202.4,43.38,42.72,43.45,40.1
2020-07-14,30200.0,효성중공업,298040,1200.3,42.78,42.9,42.91,40.29
2020-07-15,31950.0,효성중공업,298040,1206.4,44.18,43.79,44.17,41.2
2020-07-16,33250.0,효성중공업,298040,1200.7,43.37,43.37,43.63,40.75
2020-07-17,33500.0,효성중공업,298040,1204.1,42.86,43.14,43.16,40.59
2020-07-20,34850.0,효성중공업,298040,1205.7,42.72,43.28,42.87,40.81
2020-07-21,37700.0,효성중공업,298040,1203.7,43.87,44.32,44.02,41.96
2020-07-22,39200.0,효성중공업,298040,1198.1,44.12,44.29,44.31,41.9
2020-02-14,28550.0,JW중외제약우,001065,1181.5,55.23,57.32,55.73,52.05
2020-02-18,29150.0,JW중외제약우,001065,1182.2,55.11,57.75,55.56,52.05
2020-02-19,30300.0,JW중외제약우,001065,1188.1,56.39,59.12,56.87,53.29
2020-02-20,29600.0,JW중외제약우,001065,1190.8,56.92,59.31,57.52,53.78
2020-02-21,28550.0,JW중외제약우,001065,1197.0,56.41,58.5,57.3,53.38
2020-02-24,27250.0,JW중외제약우,001065,1205.6,54.64,56.3,55.16,51.43
2020-02-25,27700.0,JW중외제약우,001065,1217.7,54.48,54.95,55.07,49.9
2020-02-26,27800.0,JW중외제약우,001065,1212.7,52.28,53.43,52.52,48.73
2020-02-27,27300.0,JW중외제약우,001065,1216.8,50.62,52.18,50.99,47.09
2020-02-28,26350.0,JW중외제약우,001065,1215.9,49.05,50.52,49.25,44.76
2020-03-02,26700.0,JW중외제약우,001065,1215.3,50.58,51.9,50.87,46.75
2020-03-03,27000.0,JW중외제약우,001065,1200.3,51.72,51.86,51.91,47.18
2020-03-04,26700.0,JW중외제약우,001065,1191.4,50.81,51.13,51.11,46.78
2020-03-05,32000.0,JW중외제약우,001065,1186.4,50.78,49.99,50.93,45.9
2020-03-06,28050.0,JW중외제약우,001065,1185.0,48.58,45.27,48.87,41.28
2020-03-09,28050.0,JW중외제약우,001065,1191.4,32.87,34.36,33.16,31.13
2020-03-10,26900.0,JW중외제약우,001065,1201.4,34.18,37.22,34.22,34.36
2020-03-11,26400.0,JW중외제약우,001065,1196.7,34.58,35.79,34.78,32.98
2020-03-12,26400.0,JW중외제약우,001065,1192.8,32.69,33.22,32.96,31.5
2020-03-13,24150.0,JW중외제약우,001065,1202.0,33.93,33.85,34.06,31.73
2020-03-16,23600.0,JW중외제약우,001065,1222.2,31.49,30.05,31.48,28.7
2020-03-17,22650.0,JW중외제약우,001065,1219.6,30.83,28.73,30.97,26.95
2020-03-18,21600.0,JW중외제약우,001065,1241.2,28.26,24.88,28.71,20.37
2020-03-19,18200.0,JW중외제약우,001065,1237.8,25.82,28.47,27.76,25.22
2020-03-20,18550.0,JW중외제약우,001065,1280.1,28.67,26.98,29.41,22.43
2020-03-23,17250.0,JW중외제약우,001065,1254.1,24.6,27.03,25.34,23.36
2020-03-24,22400.0,JW중외제약우,001065,1274.6,26.64,27.15,27.02,24.01
2020-03-25,22000.0,JW중외제약우,001065,1256.0,27.05,27.39,27.32,24.49
2020-03-26,23100.0,JW중외제약우,001065,1230.7,25.74,26.34,25.74,22.6
2020-03-27,22500.0,JW중외제약우,001065,1227.9,25.04,24.93,25.08,21.51
2020-03-30,23450.0,JW중외제약우,001065,1212.4,23.24,22.76,23.25,20.09
2020-03-31,25350.0,JW중외제약우,001065,1222.6,23.43,22.74,23.43,20.48
2020-04-01,24350.0,JW중외제약우,001065,1220.0,21.23,24.74,21.41,20.31
2020-04-02,24600.0,JW중외제약우,001065,1222.2,21.55,29.94,21.57,25.32
2020-04-03,23500.0,JW중외제약우,001065,1237.6,24.51,34.11,24.53,28.34
2020-04-06,25000.0,JW중외제약우,001065,1229.8,24.87,33.05,24.86,26.08
2020-04-07,25900.0,JW중외제약우,001065,1233.4,24.88,31.87,24.88,23.63
2020-04-08,25800.0,JW중외제약우,001065,1222.4,23.52,32.84,23.55,25.09
2020-04-09,25800.0,JW중외제약우,001065,1219.7,23.32,31.48,23.32,22.76
2020-04-13,25200.0,JW중외제약우,001065,1212.3,22.31,31.74,22.3,22.41
2020-04-14,25300.0,JW중외제약우,001065,1218.7,21.66,29.6,21.67,20.11
2020-04-16,26200.0,JW중외제약우,001065,1216.7,19.72,27.82,19.83,19.87
2020-04-17,26200.0,JW중외제약우,001065,1227.5,20.61,28.08,20.81,18.27
2020-04-20,26150.0,JW중외제약우,001065,1219.3,20.78,25.57,20.88,-37.63
2020-04-21,25300.0,JW중외제약우,001065,1218.7,17.37,19.33,17.36,10.01
2020-04-22,25850.0,JW중외제약우,001065,1231.3,13.52,20.37,13.52,13.78
2020-04-23,25550.0,JW중외제약우,001065,1235.2,18.13,21.33,18.14,16.5
2020-04-24,25200.0,JW중외제약우,001065,1232.0,18.17,21.44,18.18,16.94
2020-04-27,25450.0,JW중외제약우,001065,1235.8,17.97,19.99,17.96,12.78
2020-04-28,25400.0,JW중외제약우,001065,1230.3,16.63,20.46,16.76,12.34
2020-04-29,25600.0,JW중외제약우,001065,1225.2,17.12,22.54,17.58,15.06
2020-05-04,25550.0,JW중외제약우,001065,1218.5,24.33,27.2,25.12,20.39
2020-05-06,25800.0,JW중외제약우,001065,1227.8,26.88,29.72,27.44,23.99
2020-05-07,26100.0,JW중외제약우,001065,1223.3,26.88,29.72,27.44,23.99
2020-05-08,26450.0,JW중외제약우,001065,1226.5,25.92,30.97,26.31,24.74
2020-05-11,26750.0,JW중외제약우,001065,1217.7,26.72,29.63,27.07,24.14
2020-05-12,26600.0,JW중외제약우,001065,1217.8,26.93,29.98,27.3,25.78
2020-05-13,26500.0,JW중외제약우,001065,1226.7,26.84,29.19,27.39,25.29
2020-05-14,29050.0,JW중외제약우,001065,1226.3,29.83,31.13,30.22,27.56
2020-05-15,28000.0,JW중외제약우,001065,1227.9,31.94,32.5,32.44,29.43
2020-05-18,27900.0,JW중외제약우,001065,1229.3,32.9,34.81,33.44,31.82
2020-05-19,26900.0,JW중외제약우,001065,1231.6,33.18,34.65,33.24,32.5
2020-05-20,27250.0,JW중외제약우,001065,1224.5,32.95,35.75,33.02,33.49
2020-05-21,27500.0,JW중외제약우,001065,1227.8,34.1,36.06,34.08,33.92
2020-05-22,27000.0,JW중외제약우,001065,1230.7,32.62,35.13,32.6,33.25
2020-05-26,28050.0,JW중외제약우,001065,1242.0,34.81,36.17,34.81,34.35
2020-05-27,27600.0,JW중외제약우,001065,1237.1,34.48,34.74,34.48,32.81
2020-05-28,27600.0,JW중외제약우,001065,1233.7,33.17,35.29,33.18,33.71
2020-05-29,28150.0,JW중외제약우,001065,1239.4,34.86,35.33,35.17,35.49
2020-06-01,28450.0,JW중외제약우,001065,1237.6,37.97,38.32,38.47,35.44
2020-06-02,28500.0,JW중외제약우,001065,1227.8,38.93,39.57,39.08,36.81
2020-06-03,28700.0,JW중외제약우,001065,1224.1,39.87,39.79,39.95,37.29
2020-06-04,29250.0,JW중외제약우,001065,1216.9,38.82,39.99,38.92,37.41
2020-06-05,29950.0,JW중외제약우,001065,1217.4,40.63,42.3,40.68,39.55
2020-06-08,31200.0,JW중외제약우,001065,1213.1,42.94,40.8,43.04,38.19
2020-06-09,35900.0,JW중외제약우,001065,1204.2,40.85,41.18,40.88,38.94
2020-06-10,46650.0,JW중외제약우,001065,1197.7,40.91,41.73,40.9,39.6
2020-06-11,42000.0,JW중외제약우,001065,1194.4,40.6,38.55,40.61,36.34
2020-06-12,45500.0,JW중외제약우,001065,1192.8,38.42,38.73,38.45,36.26
2020-06-15,41050.0,JW중외제약우,001065,1206.6,38.35,39.72,38.35,37.12
2020-06-16,46450.0,JW중외제약우,001065,1210.8,40.29,40.96,40.27,38.38
2020-06-17,60300.0,JW중외제약우,001065,1206.6,41.46,40.71,41.5,37.96
2020-06-18,78300.0,JW중외제약우,001065,1214.5,41.09,41.51,41.14,38.84
2020-06-19,58200.0,JW중외제약우,001065,1213.0,42.95,42.19,42.96,39.75
2020-06-22,51100.0,JW중외제약우,001065,1212.0,42.32,43.08,42.32,40.46
2020-06-23,48500.0,JW중외제약우,001065,1213.2,43.39,42.63,43.38,40.37
2020-06-24,58400.0,JW중외제약우,001065,1210.1,42.49,40.31,42.49,38.01
2020-06-25,56000.0,JW중외제약우,001065,1202.9,40.58,41.05,40.58,38.72
2020-06-26,53800.0,JW중외제약우,001065,1205.2,42.02,41.02,42.02,38.49
2020-06-29,54700.0,JW중외제약우,001065,1198.6,40.63,41.71,40.64,39.7
2020-06-30,51800.0,JW중외제약우,001065,1200.7,42.07,41.15,42.12,39.27
2020-07-01,49500.0,JW중외제약우,001065,1198.5,42.7,42.03,42.73,39.82
2020-07-02,46150.0,JW중외제약우,001065,1201.6,42.85,43.14,42.84,40.65
2020-07-06,47150.0,JW중외제약우,001065,1200.4,43.66,43.1,43.72,40.63
2020-07-07,47000.0,JW중외제약우,001065,1196.8,42.9,43.08,43.08,40.62
2020-07-08,45800.0,JW중외제약우,001065,1192.9,43.34,43.29,43.55,40.9
2020-07-09,45200.0,JW중외제약우,001065,1195.8,43.63,42.35,43.73,39.62
2020-07-10,42900.0,JW중외제약우,001065,1194.5,43.63,42.35,43.73,39.62
2020-07-13,43400.0,JW중외제약우,001065,1202.4,43.38,42.72,43.45,40.1
2020-07-14,56400.0,JW중외제약우,001065,1200.3,42.78,42.9,42.91,40.29
2020-07-15,49700.0,JW중외제약우,001065,1206.4,44.18,43.79,44.17,41.2
2020-07-16,51000.0,JW중외제약우,001065,1200.7,43.37,43.37,43.63,40.75
2020-07-17,59100.0,JW중외제약우,001065,1204.1,42.86,43.14,43.16,40.59
2020-07-20,72000.0,JW중외제약우,001065,1205.7,42.72,43.28,42.87,40.81
2020-07-21,69100.0,JW중외제약우,001065,1203.7,43.87,44.32,44.02,41.96
2020-07-22,72200.0,JW중외제약우,001065,1198.1,44.12,44.29,44.31,41.9
2020-02-14,1865.0,코오롱머티리얼,144620,1181.5,55.23,57.32,55.73,52.05
2020-02-18,1750.0,코오롱머티리얼,144620,1182.2,55.11,57.75,55.56,52.05
2020-02-19,1770.0,코오롱머티리얼,144620,1188.1,56.39,59.12,56.87,53.29
2020-02-20,1770.0,코오롱머티리얼,144620,1190.8,56.92,59.31,57.52,53.78
2020-02-21,1705.0,코오롱머티리얼,144620,1197.0,56.41,58.5,57.3,53.38
2020-02-24,1610.0,코오롱머티리얼,144620,1205.6,54.64,56.3,55.16,51.43
2020-02-25,1660.0,코오롱머티리얼,144620,1217.7,54.48,54.95,55.07,49.9
2020-02-26,1650.0,코오롱머티리얼,144620,1212.7,52.28,53.43,52.52,48.73
2020-02-27,1580.0,코오롱머티리얼,144620,1216.8,50.62,52.18,50.99,47.09
2020-02-28,1475.0,코오롱머티리얼,144620,1215.9,49.05,50.52,49.25,44.76
2020-03-02,1500.0,코오롱머티리얼,144620,1215.3,50.58,51.9,50.87,46.75
2020-03-03,1510.0,코오롱머티리얼,144620,1200.3,51.72,51.86,51.91,47.18
2020-03-04,1560.0,코오롱머티리얼,144620,1191.4,50.81,51.13,51.11,46.78
2020-03-05,1605.0,코오롱머티리얼,144620,1186.4,50.78,49.99,50.93,45.9
2020-03-06,1550.0,코오롱머티리얼,144620,1185.0,48.58,45.27,48.87,41.28
2020-03-09,1550.0,코오롱머티리얼,144620,1191.4,32.87,34.36,33.16,31.13
2020-03-10,1455.0,코오롱머티리얼,144620,1201.4,34.18,37.22,34.22,34.36
2020-03-11,1395.0,코오롱머티리얼,144620,1196.7,34.58,35.79,34.78,32.98
2020-03-12,1395.0,코오롱머티리얼,144620,1192.8,32.69,33.22,32.96,31.5
2020-03-13,1180.0,코오롱머티리얼,144620,1202.0,33.93,33.85,34.06,31.73
2020-03-16,1115.0,코오롱머티리얼,144620,1222.2,31.49,30.05,31.48,28.7
2020-03-17,1080.0,코오롱머티리얼,144620,1219.6,30.83,28.73,30.97,26.95
2020-03-18,1025.0,코오롱머티리얼,144620,1241.2,28.26,24.88,28.71,20.37
2020-03-19,845.0,코오롱머티리얼,144620,1237.8,25.82,28.47,27.76,25.22
2020-03-20,915.0,코오롱머티리얼,144620,1280.1,28.67,26.98,29.41,22.43
2020-03-23,855.0,코오롱머티리얼,144620,1254.1,24.6,27.03,25.34,23.36
2020-03-24,912.0,코오롱머티리얼,144620,1274.6,26.64,27.15,27.02,24.01
2020-03-25,1005.0,코오롱머티리얼,144620,1256.0,27.05,27.39,27.32,24.49
2020-03-26,1030.0,코오롱머티리얼,144620,1230.7,25.74,26.34,25.74,22.6
2020-03-27,1035.0,코오롱머티리얼,144620,1227.9,25.04,24.93,25.08,21.51
2020-03-30,1025.0,코오롱머티리얼,144620,1212.4,23.24,22.76,23.25,20.09
2020-03-31,1150.0,코오롱머티리얼,144620,1222.6,23.43,22.74,23.43,20.48
2020-04-01,1080.0,코오롱머티리얼,144620,1220.0,21.23,24.74,21.41,20.31
2020-04-02,1400.0,코오롱머티리얼,144620,1222.2,21.55,29.94,21.57,25.32
2020-04-03,1435.0,코오롱머티리얼,144620,1237.6,24.51,34.11,24.53,28.34
2020-04-06,1475.0,코오롱머티리얼,144620,1229.8,24.87,33.05,24.86,26.08
2020-04-07,1560.0,코오롱머티리얼,144620,1233.4,24.88,31.87,24.88,23.63
2020-04-08,1495.0,코오롱머티리얼,144620,1222.4,23.52,32.84,23.55,25.09
2020-04-09,1530.0,코오롱머티리얼,144620,1219.7,23.32,31.48,23.32,22.76
2020-04-13,1885.0,코오롱머티리얼,144620,1212.3,22.31,31.74,22.3,22.41
2020-04-14,1730.0,코오롱머티리얼,144620,1218.7,21.66,29.6,21.67,20.11
2020-04-16,1595.0,코오롱머티리얼,144620,1216.7,19.72,27.82,19.83,19.87
2020-04-17,1655.0,코오롱머티리얼,144620,1227.5,20.61,28.08,20.81,18.27
2020-04-20,1595.0,코오롱머티리얼,144620,1219.3,20.78,25.57,20.88,-37.63
2020-04-21,1545.0,코오롱머티리얼,144620,1218.7,17.37,19.33,17.36,10.01
2020-04-22,1560.0,코오롱머티리얼,144620,1231.3,13.52,20.37,13.52,13.78
2020-04-23,1595.0,코오롱머티리얼,144620,1235.2,18.13,21.33,18.14,16.5
2020-04-24,1550.0,코오롱머티리얼,144620,1232.0,18.17,21.44,18.18,16.94
2020-04-27,1590.0,코오롱머티리얼,144620,1235.8,17.97,19.99,17.96,12.78
2020-04-28,1590.0,코오롱머티리얼,144620,1230.3,16.63,20.46,16.76,12.34
2020-04-29,1585.0,코오롱머티리얼,144620,1225.2,17.12,22.54,17.58,15.06
2020-05-04,1580.0,코오롱머티리얼,144620,1218.5,24.33,27.2,25.12,20.39
2020-05-06,1640.0,코오롱머티리얼,144620,1227.8,26.88,29.72,27.44,23.99
2020-05-07,1650.0,코오롱머티리얼,144620,1223.3,26.88,29.72,27.44,23.99
2020-05-08,1665.0,코오롱머티리얼,144620,1226.5,25.92,30.97,26.31,24.74
2020-05-11,1655.0,코오롱머티리얼,144620,1217.7,26.72,29.63,27.07,24.14
2020-05-12,1600.0,코오롱머티리얼,144620,1217.8,26.93,29.98,27.3,25.78
2020-05-13,1670.0,코오롱머티리얼,144620,1226.7,26.84,29.19,27.39,25.29
2020-05-14,1650.0,코오롱머티리얼,144620,1226.3,29.83,31.13,30.22,27.56
2020-05-15,1640.0,코오롱머티리얼,144620,1227.9,31.94,32.5,32.44,29.43
2020-05-18,1640.0,코오롱머티리얼,144620,1229.3,32.9,34.81,33.44,31.82
2020-05-19,1685.0,코오롱머티리얼,144620,1231.6,33.18,34.65,33.24,32.5
2020-05-20,1680.0,코오롱머티리얼,144620,1224.5,32.95,35.75,33.02,33.49
2020-05-21,1935.0,코오롱머티리얼,144620,1227.8,34.1,36.06,34.08,33.92
2020-05-22,1790.0,코오롱머티리얼,144620,1230.7,32.62,35.13,32.6,33.25
2020-05-26,1795.0,코오롱머티리얼,144620,1242.0,34.81,36.17,34.81,34.35
2020-05-27,1815.0,코오롱머티리얼,144620,1237.1,34.48,34.74,34.48,32.81
2020-05-28,1730.0,코오롱머티리얼,144620,1233.7,33.17,35.29,33.18,33.71
2020-05-29,1735.0,코오롱머티리얼,144620,1239.4,34.86,35.33,35.17,35.49
2020-06-01,1755.0,코오롱머티리얼,144620,1237.6,37.97,38.32,38.47,35.44
2020-06-02,1775.0,코오롱머티리얼,144620,1227.8,38.93,39.57,39.08,36.81
2020-06-03,1825.0,코오롱머티리얼,144620,1224.1,39.87,39.79,39.95,37.29
2020-06-04,1810.0,코오롱머티리얼,144620,1216.9,38.82,39.99,38.92,37.41
2020-06-05,1780.0,코오롱머티리얼,144620,1217.4,40.63,42.3,40.68,39.55
2020-06-08,1775.0,코오롱머티리얼,144620,1213.1,42.94,40.8,43.04,38.19
2020-06-09,1755.0,코오롱머티리얼,144620,1204.2,40.85,41.18,40.88,38.94
2020-06-10,1745.0,코오롱머티리얼,144620,1197.7,40.91,41.73,40.9,39.6
2020-06-11,1770.0,코오롱머티리얼,144620,1194.4,40.6,38.55,40.61,36.34
2020-06-12,1685.0,코오롱머티리얼,144620,1192.8,38.42,38.73,38.45,36.26
2020-06-15,1585.0,코오롱머티리얼,144620,1206.6,38.35,39.72,38.35,37.12
2020-06-16,1630.0,코오롱머티리얼,144620,1210.8,40.29,40.96,40.27,38.38
2020-06-17,1620.0,코오롱머티리얼,144620,1206.6,41.46,40.71,41.5,37.96
2020-06-18,1645.0,코오롱머티리얼,144620,1214.5,41.09,41.51,41.14,38.84
2020-06-19,1630.0,코오롱머티리얼,144620,1213.0,42.95,42.19,42.96,39.75
2020-06-22,1590.0,코오롱머티리얼,144620,1212.0,42.32,43.08,42.32,40.46
2020-06-23,1710.0,코오롱머티리얼,144620,1213.2,43.39,42.63,43.38,40.37
2020-06-24,1745.0,코오롱머티리얼,144620,1210.1,42.49,40.31,42.49,38.01
2020-06-25,1735.0,코오롱머티리얼,144620,1202.9,40.58,41.05,40.58,38.72
2020-06-26,1720.0,코오롱머티리얼,144620,1205.2,42.02,41.02,42.02,38.49
2020-06-29,1785.0,코오롱머티리얼,144620,1198.6,40.63,41.71,40.64,39.7
2020-06-30,1765.0,코오롱머티리얼,144620,1200.7,42.07,41.15,42.12,39.27
2020-07-01,1765.0,코오롱머티리얼,144620,1198.5,42.7,42.03,42.73,39.82
2020-07-02,1760.0,코오롱머티리얼,144620,1201.6,42.85,43.14,42.84,40.65
2020-07-06,1790.0,코오롱머티리얼,144620,1200.4,43.66,43.1,43.72,40.63
2020-07-07,1785.0,코오롱머티리얼,144620,1196.8,42.9,43.08,43.08,40.62
2020-07-08,1795.0,코오롱머티리얼,144620,1192.9,43.34,43.29,43.55,40.9
2020-07-09,1795.0,코오롱머티리얼,144620,1195.8,43.63,42.35,43.73,39.62
2020-07-10,1730.0,코오롱머티리얼,144620,1194.5,43.63,42.35,43.73,39.62
2020-07-13,2245.0,코오롱머티리얼,144620,1202.4,43.38,42.72,43.45,40.1
2020-07-14,2440.0,코오롱머티리얼,144620,1200.3,42.78,42.9,42.91,40.29
2020-07-15,3170.0,코오롱머티리얼,144620,1206.4,44.18,43.79,44.17,41.2
